"region";"måned";"statistikkvariabel";"03616: Hotell og liknande overnattingsbedrifter. Kapasitetsutnytting og pris per rom, etter region, måned og statistikkvariabel"
"01 Østfold";"1995M10";"Kapasitetsutnytting av rom (prosent)";44,7
"01 Østfold";"1995M10";"Pris per rom (kr)";558
"01 Østfold";"1995M11";"Kapasitetsutnytting av senger (prosent)";30,2
"01 Østfold";"1995M11";"Kapasitetsutnytting av rom (prosent)";46,1
"01 Østfold";"1995M11";"Pris per rom (kr)";571
"01 Østfold";"1995M12";"Kapasitetsutnytting av senger (prosent)";23,1
"01 Østfold";"1995M12";"Kapasitetsutnytting av rom (prosent)";30,5
"01 Østfold";"1995M12";"Pris per rom (kr)";600
"01 Østfold";"1996M01";"Kapasitetsutnytting av senger (prosent)";20,9
"01 Østfold";"1996M01";"Kapasitetsutnytting av rom (prosent)";31,2
"01 Østfold";"1996M01";"Pris per rom (kr)";599
"01 Østfold";"1996M02";"Kapasitetsutnytting av senger (prosent)";30,5
"01 Østfold";"1996M02";"Kapasitetsutnytting av rom (prosent)";42
"01 Østfold";"1996M02";"Pris per rom (kr)";614
"01 Østfold";"1996M03";"Kapasitetsutnytting av senger (prosent)";32,8
"01 Østfold";"1996M03";"Kapasitetsutnytting av rom (prosent)";46,6
"01 Østfold";"1996M03";"Pris per rom (kr)";583
"01 Østfold";"1996M04";"Kapasitetsutnytting av senger (prosent)";26,1
"01 Østfold";"1996M04";"Kapasitetsutnytting av rom (prosent)";39,6
"01 Østfold";"1996M04";"Pris per rom (kr)";596
"01 Østfold";"1996M05";"Kapasitetsutnytting av senger (prosent)";32,1
"01 Østfold";"1996M05";"Kapasitetsutnytting av rom (prosent)";44,5
"01 Østfold";"1996M05";"Pris per rom (kr)";572
"01 Østfold";"1996M06";"Kapasitetsutnytting av senger (prosent)";46,2
"01 Østfold";"1996M06";"Kapasitetsutnytting av rom (prosent)";58,4
"01 Østfold";"1996M06";"Pris per rom (kr)";574
"01 Østfold";"1996M07";"Kapasitetsutnytting av senger (prosent)";44,3
"01 Østfold";"1996M07";"Kapasitetsutnytting av rom (prosent)";44,3
"01 Østfold";"1996M07";"Pris per rom (kr)";501
"01 Østfold";"1996M08";"Kapasitetsutnytting av senger (prosent)";42,1
"01 Østfold";"1996M08";"Kapasitetsutnytting av rom (prosent)";52,3
"01 Østfold";"1996M08";"Pris per rom (kr)";582
"01 Østfold";"1996M09";"Kapasitetsutnytting av senger (prosent)";39,7
"01 Østfold";"1996M09";"Kapasitetsutnytting av rom (prosent)";54,9
"01 Østfold";"1996M09";"Pris per rom (kr)";613
"01 Østfold";"1996M10";"Kapasitetsutnytting av senger (prosent)";35,1
"01 Østfold";"1996M10";"Kapasitetsutnytting av rom (prosent)";51
"01 Østfold";"1996M10";"Pris per rom (kr)";610
"01 Østfold";"1996M11";"Kapasitetsutnytting av senger (prosent)";32,8
"01 Østfold";"1996M11";"Kapasitetsutnytting av rom (prosent)";47,1
"01 Østfold";"1996M11";"Pris per rom (kr)";615
"01 Østfold";"1996M12";"Kapasitetsutnytting av senger (prosent)";23,9
"01 Østfold";"1996M12";"Kapasitetsutnytting av rom (prosent)";33,6
"01 Østfold";"1996M12";"Pris per rom (kr)";618
"01 Østfold";"1997M01";"Kapasitetsutnytting av senger (prosent)";22,1
"01 Østfold";"1997M01";"Kapasitetsutnytting av rom (prosent)";34,1
"01 Østfold";"1997M01";"Pris per rom (kr)";596
"01 Østfold";"1997M02";"Kapasitetsutnytting av senger (prosent)";27
"01 Østfold";"1997M02";"Kapasitetsutnytting av rom (prosent)";38
"01 Østfold";"1997M02";"Pris per rom (kr)";595
"01 Østfold";"1997M03";"Kapasitetsutnytting av senger (prosent)";27,9
"01 Østfold";"1997M03";"Kapasitetsutnytting av rom (prosent)";40
"01 Østfold";"1997M03";"Pris per rom (kr)";598
"01 Østfold";"1997M04";"Kapasitetsutnytting av senger (prosent)";35,8
"01 Østfold";"1997M04";"Kapasitetsutnytting av rom (prosent)";54,5
"01 Østfold";"1997M04";"Pris per rom (kr)";611
"01 Østfold";"1997M05";"Kapasitetsutnytting av senger (prosent)";33,6
"01 Østfold";"1997M05";"Kapasitetsutnytting av rom (prosent)";45,7
"01 Østfold";"1997M05";"Pris per rom (kr)";552
"01 Østfold";"1997M06";"Kapasitetsutnytting av senger (prosent)";48,5
"01 Østfold";"1997M06";"Kapasitetsutnytting av rom (prosent)";62,2
"01 Østfold";"1997M06";"Pris per rom (kr)";613
"01 Østfold";"1997M07";"Kapasitetsutnytting av senger (prosent)";41,8
"01 Østfold";"1997M07";"Kapasitetsutnytting av rom (prosent)";41,8
"01 Østfold";"1997M07";"Pris per rom (kr)";524
"01 Østfold";"1997M08";"Kapasitetsutnytting av senger (prosent)";47,8
"01 Østfold";"1997M08";"Kapasitetsutnytting av rom (prosent)";61,2
"01 Østfold";"1997M08";"Pris per rom (kr)";619
"01 Østfold";"1997M09";"Kapasitetsutnytting av senger (prosent)";38,3
"01 Østfold";"1997M09";"Kapasitetsutnytting av rom (prosent)";56,8
"01 Østfold";"1997M09";"Pris per rom (kr)";640
"01 Østfold";"1997M10";"Kapasitetsutnytting av senger (prosent)";35,3
"01 Østfold";"1997M10";"Kapasitetsutnytting av rom (prosent)";50,4
"01 Østfold";"1997M10";"Pris per rom (kr)";701
"01 Østfold";"1997M11";"Kapasitetsutnytting av senger (prosent)";35,9
"01 Østfold";"1997M11";"Kapasitetsutnytting av rom (prosent)";52,7
"01 Østfold";"1997M11";"Pris per rom (kr)";602
"01 Østfold";"1997M12";"Kapasitetsutnytting av senger (prosent)";30,2
"01 Østfold";"1997M12";"Kapasitetsutnytting av rom (prosent)";44,4
"01 Østfold";"1997M12";"Pris per rom (kr)";674
"01 Østfold";"1998M01";"Kapasitetsutnytting av senger (prosent)";27
"01 Østfold";"1998M01";"Kapasitetsutnytting av rom (prosent)";41,8
"01 Østfold";"1998M01";"Pris per rom (kr)";652
"01 Østfold";"1998M02";"Kapasitetsutnytting av senger (prosent)";33,7
"01 Østfold";"1998M02";"Kapasitetsutnytting av rom (prosent)";46,6
"01 Østfold";"1998M02";"Pris per rom (kr)";675
"01 Østfold";"1998M03";"Kapasitetsutnytting av senger (prosent)";39,3
"01 Østfold";"1998M03";"Kapasitetsutnytting av rom (prosent)";59,1
"01 Østfold";"1998M03";"Pris per rom (kr)";638
"01 Østfold";"1998M04";"Kapasitetsutnytting av senger (prosent)";34,5
"01 Østfold";"1998M04";"Kapasitetsutnytting av rom (prosent)";52
"01 Østfold";"1998M04";"Pris per rom (kr)";631
"01 Østfold";"1998M05";"Kapasitetsutnytting av senger (prosent)";36
"01 Østfold";"1998M05";"Kapasitetsutnytting av rom (prosent)";52,5
"01 Østfold";"1998M05";"Pris per rom (kr)";633
"01 Østfold";"1998M06";"Kapasitetsutnytting av senger (prosent)";47,8
"01 Østfold";"1998M06";"Kapasitetsutnytting av rom (prosent)";62,6
"01 Østfold";"1998M06";"Pris per rom (kr)";621
"01 Østfold";"1998M07";"Kapasitetsutnytting av senger (prosent)";42,6
"01 Østfold";"1998M07";"Kapasitetsutnytting av rom (prosent)";42,3
"01 Østfold";"1998M07";"Pris per rom (kr)";618
"01 Østfold";"1998M08";"Kapasitetsutnytting av senger (prosent)";49,5
"01 Østfold";"1998M08";"Kapasitetsutnytting av rom (prosent)";61,9
"01 Østfold";"1998M08";"Pris per rom (kr)";614
"01 Østfold";"1998M09";"Kapasitetsutnytting av senger (prosent)";39,5
"01 Østfold";"1998M09";"Kapasitetsutnytting av rom (prosent)";53,8
"01 Østfold";"1998M09";"Pris per rom (kr)";736
"01 Østfold";"1998M10";"Kapasitetsutnytting av senger (prosent)";36,9
"01 Østfold";"1998M10";"Kapasitetsutnytting av rom (prosent)";52,5
"01 Østfold";"1998M10";"Pris per rom (kr)";647
"01 Østfold";"1998M11";"Kapasitetsutnytting av senger (prosent)";34,3
"01 Østfold";"1998M11";"Kapasitetsutnytting av rom (prosent)";50,7
"01 Østfold";"1998M11";"Pris per rom (kr)";686
"01 Østfold";"1998M12";"Kapasitetsutnytting av senger (prosent)";28,7
"01 Østfold";"1998M12";"Kapasitetsutnytting av rom (prosent)";39,6
"01 Østfold";"1998M12";"Pris per rom (kr)";674
"01 Østfold";"1999M01";"Kapasitetsutnytting av senger (prosent)";23,6
"01 Østfold";"1999M01";"Kapasitetsutnytting av rom (prosent)";36
"01 Østfold";"1999M01";"Pris per rom (kr)";699
"01 Østfold";"1999M02";"Kapasitetsutnytting av senger (prosent)";28,5
"01 Østfold";"1999M02";"Kapasitetsutnytting av rom (prosent)";42,8
"01 Østfold";"1999M02";"Pris per rom (kr)";634
"01 Østfold";"1999M03";"Kapasitetsutnytting av senger (prosent)";28,8
"01 Østfold";"1999M03";"Kapasitetsutnytting av rom (prosent)";44,8
"01 Østfold";"1999M03";"Pris per rom (kr)";668
"01 Østfold";"1999M04";"Kapasitetsutnytting av senger (prosent)";33,4
"01 Østfold";"1999M04";"Kapasitetsutnytting av rom (prosent)";49,6
"01 Østfold";"1999M04";"Pris per rom (kr)";687
"01 Østfold";"1999M05";"Kapasitetsutnytting av senger (prosent)";33,3
"01 Østfold";"1999M05";"Kapasitetsutnytting av rom (prosent)";49,8
"01 Østfold";"1999M05";"Pris per rom (kr)";651
"01 Østfold";"1999M06";"Kapasitetsutnytting av senger (prosent)";43,7
"01 Østfold";"1999M06";"Kapasitetsutnytting av rom (prosent)";60
"01 Østfold";"1999M06";"Pris per rom (kr)";677
"01 Østfold";"1999M07";"Kapasitetsutnytting av senger (prosent)";45,8
"01 Østfold";"1999M07";"Kapasitetsutnytting av rom (prosent)";48,6
"01 Østfold";"1999M07";"Pris per rom (kr)";568
"01 Østfold";"1999M08";"Kapasitetsutnytting av senger (prosent)";41,7
"01 Østfold";"1999M08";"Kapasitetsutnytting av rom (prosent)";55,1
"01 Østfold";"1999M08";"Pris per rom (kr)";665
"01 Østfold";"1999M09";"Kapasitetsutnytting av senger (prosent)";34,8
"01 Østfold";"1999M09";"Kapasitetsutnytting av rom (prosent)";52,6
"01 Østfold";"1999M09";"Pris per rom (kr)";695
"01 Østfold";"1999M10";"Kapasitetsutnytting av senger (prosent)";31,5
"01 Østfold";"1999M10";"Kapasitetsutnytting av rom (prosent)";49,2
"01 Østfold";"1999M10";"Pris per rom (kr)";659
"01 Østfold";"1999M11";"Kapasitetsutnytting av senger (prosent)";30,4
"01 Østfold";"1999M11";"Kapasitetsutnytting av rom (prosent)";50,2
"01 Østfold";"1999M11";"Pris per rom (kr)";671
"01 Østfold";"1999M12";"Kapasitetsutnytting av senger (prosent)";24,6
"01 Østfold";"1999M12";"Kapasitetsutnytting av rom (prosent)";37,6
"01 Østfold";"1999M12";"Pris per rom (kr)";703
"01 Østfold";"2000M01";"Kapasitetsutnytting av senger (prosent)";22,3
"01 Østfold";"2000M01";"Kapasitetsutnytting av rom (prosent)";34,8
"01 Østfold";"2000M01";"Pris per rom (kr)";683
"01 Østfold";"2000M02";"Kapasitetsutnytting av senger (prosent)";28,2
"01 Østfold";"2000M02";"Kapasitetsutnytting av rom (prosent)";41,6
"01 Østfold";"2000M02";"Pris per rom (kr)";683
"01 Østfold";"2000M03";"Kapasitetsutnytting av senger (prosent)";28,7
"01 Østfold";"2000M03";"Kapasitetsutnytting av rom (prosent)";43,7
"01 Østfold";"2000M03";"Pris per rom (kr)";689
"01 Østfold";"2000M04";"Kapasitetsutnytting av senger (prosent)";23,7
"01 Østfold";"2000M04";"Kapasitetsutnytting av rom (prosent)";36,8
"01 Østfold";"2000M04";"Pris per rom (kr)";697
"01 Østfold";"2000M05";"Kapasitetsutnytting av senger (prosent)";29,1
"01 Østfold";"2000M05";"Kapasitetsutnytting av rom (prosent)";44,8
"01 Østfold";"2000M05";"Pris per rom (kr)";708
"01 Østfold";"2000M06";"Kapasitetsutnytting av senger (prosent)";34,5
"01 Østfold";"2000M06";"Kapasitetsutnytting av rom (prosent)";47,2
"01 Østfold";"2000M06";"Pris per rom (kr)";671
"01 Østfold";"2000M07";"Kapasitetsutnytting av senger (prosent)";38,7
"01 Østfold";"2000M07";"Kapasitetsutnytting av rom (prosent)";42,8
"01 Østfold";"2000M07";"Pris per rom (kr)";578
"01 Østfold";"2000M08";"Kapasitetsutnytting av senger (prosent)";38,8
"01 Østfold";"2000M08";"Kapasitetsutnytting av rom (prosent)";53,4
"01 Østfold";"2000M08";"Pris per rom (kr)";642
"01 Østfold";"2000M09";"Kapasitetsutnytting av senger (prosent)";32,4
"01 Østfold";"2000M09";"Kapasitetsutnytting av rom (prosent)";48,9
"01 Østfold";"2000M09";"Pris per rom (kr)";680
"01 Østfold";"2000M10";"Kapasitetsutnytting av senger (prosent)";27,8
"01 Østfold";"2000M10";"Kapasitetsutnytting av rom (prosent)";44
"01 Østfold";"2000M10";"Pris per rom (kr)";686
"01 Østfold";"2000M11";"Kapasitetsutnytting av senger (prosent)";27,4
"01 Østfold";"2000M11";"Kapasitetsutnytting av rom (prosent)";43,9
"01 Østfold";"2000M11";"Pris per rom (kr)";714
"01 Østfold";"2000M12";"Kapasitetsutnytting av senger (prosent)";23,9
"01 Østfold";"2000M12";"Kapasitetsutnytting av rom (prosent)";35,6
"01 Østfold";"2000M12";"Pris per rom (kr)";691
"01 Østfold";"2001M01";"Kapasitetsutnytting av senger (prosent)";21
"01 Østfold";"2001M01";"Kapasitetsutnytting av rom (prosent)";34,4
"01 Østfold";"2001M01";"Pris per rom (kr)";702
"01 Østfold";"2001M02";"Kapasitetsutnytting av senger (prosent)";25,3
"01 Østfold";"2001M02";"Kapasitetsutnytting av rom (prosent)";38,5
"01 Østfold";"2001M02";"Pris per rom (kr)";706
"01 Østfold";"2001M03";"Kapasitetsutnytting av senger (prosent)";31,5
"01 Østfold";"2001M03";"Kapasitetsutnytting av rom (prosent)";48,3
"01 Østfold";"2001M03";"Pris per rom (kr)";707
"01 Østfold";"2001M04";"Kapasitetsutnytting av senger (prosent)";27
"01 Østfold";"2001M04";"Kapasitetsutnytting av rom (prosent)";43,4
"01 Østfold";"2001M04";"Pris per rom (kr)";717
"01 Østfold";"2001M05";"Kapasitetsutnytting av senger (prosent)";31,6
"01 Østfold";"2001M05";"Kapasitetsutnytting av rom (prosent)";48,5
"01 Østfold";"2001M05";"Pris per rom (kr)";749
"01 Østfold";"2001M06";"Kapasitetsutnytting av senger (prosent)";40,9
"01 Østfold";"2001M06";"Kapasitetsutnytting av rom (prosent)";57,5
"01 Østfold";"2001M06";"Pris per rom (kr)";659
"01 Østfold";"2001M07";"Kapasitetsutnytting av senger (prosent)";46,9
"01 Østfold";"2001M07";"Kapasitetsutnytting av rom (prosent)";51
"01 Østfold";"2001M07";"Pris per rom (kr)";598
"01 Østfold";"2001M08";"Kapasitetsutnytting av senger (prosent)";42,1
"01 Østfold";"2001M08";"Kapasitetsutnytting av rom (prosent)";55,8
"01 Østfold";"2001M08";"Pris per rom (kr)";697
"01 Østfold";"2001M09";"Kapasitetsutnytting av senger (prosent)";35,9
"01 Østfold";"2001M09";"Kapasitetsutnytting av rom (prosent)";56,1
"01 Østfold";"2001M09";"Pris per rom (kr)";700
"01 Østfold";"2001M10";"Kapasitetsutnytting av senger (prosent)";31,3
"01 Østfold";"2001M10";"Kapasitetsutnytting av rom (prosent)";48
"01 Østfold";"2001M10";"Pris per rom (kr)";703
"01 Østfold";"2001M11";"Kapasitetsutnytting av senger (prosent)";30,5
"01 Østfold";"2001M11";"Kapasitetsutnytting av rom (prosent)";48,5
"01 Østfold";"2001M11";"Pris per rom (kr)";727
"01 Østfold";"2001M12";"Kapasitetsutnytting av senger (prosent)";20,8
"01 Østfold";"2001M12";"Kapasitetsutnytting av rom (prosent)";31
"01 Østfold";"2001M12";"Pris per rom (kr)";683
"01 Østfold";"2002M01";"Kapasitetsutnytting av senger (prosent)";20,7
"01 Østfold";"2002M01";"Kapasitetsutnytting av rom (prosent)";32,4
"01 Østfold";"2002M01";"Pris per rom (kr)";758
"01 Østfold";"2002M02";"Kapasitetsutnytting av senger (prosent)";25,6
"01 Østfold";"2002M02";"Kapasitetsutnytting av rom (prosent)";38,2
"01 Østfold";"2002M02";"Pris per rom (kr)";718
"01 Østfold";"2002M03";"Kapasitetsutnytting av senger (prosent)";26,1
"01 Østfold";"2002M03";"Kapasitetsutnytting av rom (prosent)";37,8
"01 Østfold";"2002M03";"Pris per rom (kr)";712
"01 Østfold";"2002M04";"Kapasitetsutnytting av senger (prosent)";26,1
"01 Østfold";"2002M04";"Kapasitetsutnytting av rom (prosent)";41,4
"01 Østfold";"2002M04";"Pris per rom (kr)";732
"01 Østfold";"2002M05";"Kapasitetsutnytting av senger (prosent)";27,6
"01 Østfold";"2002M05";"Kapasitetsutnytting av rom (prosent)";41,6
"01 Østfold";"2002M05";"Pris per rom (kr)";732
"01 Østfold";"2002M06";"Kapasitetsutnytting av senger (prosent)";40,7
"01 Østfold";"2002M06";"Kapasitetsutnytting av rom (prosent)";53,5
"01 Østfold";"2002M06";"Pris per rom (kr)";707
"01 Østfold";"2002M07";"Kapasitetsutnytting av senger (prosent)";44,6
"01 Østfold";"2002M07";"Kapasitetsutnytting av rom (prosent)";45,2
"01 Østfold";"2002M07";"Pris per rom (kr)";705
"01 Østfold";"2002M08";"Kapasitetsutnytting av senger (prosent)";35,2
"01 Østfold";"2002M08";"Kapasitetsutnytting av rom (prosent)";47,3
"01 Østfold";"2002M08";"Pris per rom (kr)";684
"01 Østfold";"2002M09";"Kapasitetsutnytting av senger (prosent)";34,1
"01 Østfold";"2002M09";"Kapasitetsutnytting av rom (prosent)";51,6
"01 Østfold";"2002M09";"Pris per rom (kr)";761
"01 Østfold";"2002M10";"Kapasitetsutnytting av senger (prosent)";28,6
"01 Østfold";"2002M10";"Kapasitetsutnytting av rom (prosent)";43,7
"01 Østfold";"2002M10";"Pris per rom (kr)";728
"01 Østfold";"2002M11";"Kapasitetsutnytting av senger (prosent)";33
"01 Østfold";"2002M11";"Kapasitetsutnytting av rom (prosent)";48,6
"01 Østfold";"2002M11";"Pris per rom (kr)";795
"01 Østfold";"2002M12";"Kapasitetsutnytting av senger (prosent)";22,1
"01 Østfold";"2002M12";"Kapasitetsutnytting av rom (prosent)";33
"01 Østfold";"2002M12";"Pris per rom (kr)";740
"01 Østfold";"2003M01";"Kapasitetsutnytting av senger (prosent)";24,2
"01 Østfold";"2003M01";"Kapasitetsutnytting av rom (prosent)";37,3
"01 Østfold";"2003M01";"Pris per rom (kr)";751
"01 Østfold";"2003M02";"Kapasitetsutnytting av senger (prosent)";24,7
"01 Østfold";"2003M02";"Kapasitetsutnytting av rom (prosent)";36,8
"01 Østfold";"2003M02";"Pris per rom (kr)";749
"01 Østfold";"2003M03";"Kapasitetsutnytting av senger (prosent)";25,7
"01 Østfold";"2003M03";"Kapasitetsutnytting av rom (prosent)";39,6
"01 Østfold";"2003M03";"Pris per rom (kr)";746
"01 Østfold";"2003M04";"Kapasitetsutnytting av senger (prosent)";23
"01 Østfold";"2003M04";"Kapasitetsutnytting av rom (prosent)";36,2
"01 Østfold";"2003M04";"Pris per rom (kr)";740
"01 Østfold";"2003M05";"Kapasitetsutnytting av senger (prosent)";27
"01 Østfold";"2003M05";"Kapasitetsutnytting av rom (prosent)";41,7
"01 Østfold";"2003M05";"Pris per rom (kr)";792
"01 Østfold";"2003M06";"Kapasitetsutnytting av senger (prosent)";36,1
"01 Østfold";"2003M06";"Kapasitetsutnytting av rom (prosent)";49,9
"01 Østfold";"2003M06";"Pris per rom (kr)";750
"01 Østfold";"2003M07";"Kapasitetsutnytting av senger (prosent)";50,3
"01 Østfold";"2003M07";"Kapasitetsutnytting av rom (prosent)";55,1
"01 Østfold";"2003M07";"Pris per rom (kr)";628
"01 Østfold";"2003M08";"Kapasitetsutnytting av senger (prosent)";38,7
"01 Østfold";"2003M08";"Kapasitetsutnytting av rom (prosent)";54,1
"01 Østfold";"2003M08";"Pris per rom (kr)";678
"01 Østfold";"2003M09";"Kapasitetsutnytting av senger (prosent)";31,3
"01 Østfold";"2003M09";"Kapasitetsutnytting av rom (prosent)";49
"01 Østfold";"2003M09";"Pris per rom (kr)";778
"01 Østfold";"2003M10";"Kapasitetsutnytting av senger (prosent)";28,3
"01 Østfold";"2003M10";"Kapasitetsutnytting av rom (prosent)";44,4
"01 Østfold";"2003M10";"Pris per rom (kr)";767
"01 Østfold";"2003M11";"Kapasitetsutnytting av senger (prosent)";30,2
"01 Østfold";"2003M11";"Kapasitetsutnytting av rom (prosent)";46,7
"01 Østfold";"2003M11";"Pris per rom (kr)";760
"01 Østfold";"2003M12";"Kapasitetsutnytting av senger (prosent)";22
"01 Østfold";"2003M12";"Kapasitetsutnytting av rom (prosent)";33
"01 Østfold";"2003M12";"Pris per rom (kr)";730
"01 Østfold";"2004M01";"Kapasitetsutnytting av senger (prosent)";21,3
"01 Østfold";"2004M01";"Kapasitetsutnytting av rom (prosent)";32,6
"01 Østfold";"2004M01";"Pris per rom (kr)";721
"01 Østfold";"2004M02";"Kapasitetsutnytting av senger (prosent)";25,1
"01 Østfold";"2004M02";"Kapasitetsutnytting av rom (prosent)";36,3
"01 Østfold";"2004M02";"Pris per rom (kr)";709
"01 Østfold";"2004M03";"Kapasitetsutnytting av senger (prosent)";28,5
"01 Østfold";"2004M03";"Kapasitetsutnytting av rom (prosent)";45,3
"01 Østfold";"2004M03";"Pris per rom (kr)";739
"01 Østfold";"2004M04";"Kapasitetsutnytting av senger (prosent)";29
"01 Østfold";"2004M04";"Kapasitetsutnytting av rom (prosent)";44,8
"01 Østfold";"2004M04";"Pris per rom (kr)";691
"01 Østfold";"2004M05";"Kapasitetsutnytting av senger (prosent)";31,7
"01 Østfold";"2004M05";"Kapasitetsutnytting av rom (prosent)";46,3
"01 Østfold";"2004M05";"Pris per rom (kr)";707
"01 Østfold";"2004M06";"Kapasitetsutnytting av senger (prosent)";40,1
"01 Østfold";"2004M06";"Kapasitetsutnytting av rom (prosent)";56,3
"01 Østfold";"2004M06";"Pris per rom (kr)";713
"01 Østfold";"2004M07";"Kapasitetsutnytting av senger (prosent)";47,4
"01 Østfold";"2004M07";"Kapasitetsutnytting av rom (prosent)";50,5
"01 Østfold";"2004M07";"Pris per rom (kr)";599
"01 Østfold";"2004M08";"Kapasitetsutnytting av senger (prosent)";35,8
"01 Østfold";"2004M08";"Kapasitetsutnytting av rom (prosent)";49,8
"01 Østfold";"2004M08";"Pris per rom (kr)";648
"01 Østfold";"2004M09";"Kapasitetsutnytting av senger (prosent)";35,4
"01 Østfold";"2004M09";"Kapasitetsutnytting av rom (prosent)";52,7
"01 Østfold";"2004M09";"Pris per rom (kr)";741
"01 Østfold";"2004M10";"Kapasitetsutnytting av senger (prosent)";29,4
"01 Østfold";"2004M10";"Kapasitetsutnytting av rom (prosent)";44,6
"01 Østfold";"2004M10";"Pris per rom (kr)";746
"01 Østfold";"2004M11";"Kapasitetsutnytting av senger (prosent)";29,9
"01 Østfold";"2004M11";"Kapasitetsutnytting av rom (prosent)";48,1
"01 Østfold";"2004M11";"Pris per rom (kr)";680
"01 Østfold";"2004M12";"Kapasitetsutnytting av senger (prosent)";23,4
"01 Østfold";"2004M12";"Kapasitetsutnytting av rom (prosent)";34,3
"01 Østfold";"2004M12";"Pris per rom (kr)";744
"01 Østfold";"2005M01";"Kapasitetsutnytting av senger (prosent)";17,7
"01 Østfold";"2005M01";"Kapasitetsutnytting av rom (prosent)";28,4
"01 Østfold";"2005M01";"Pris per rom (kr)";745
"01 Østfold";"2005M02";"Kapasitetsutnytting av senger (prosent)";25,9
